7.301464135815850520e-01 5.313845825795261435e-01
9.426853103241470411e-01 8.936518816667498033e-01
9.540386809503331733e-01 9.016681525243075424e-01
1.029453404931732985e+00 1.056740636330692151e+00
7.071847679542966336e-01 5.036428073538354866e-01
7.354031537148324471e-01 5.513823384110442261e-01
9.512100090074400160e-01 9.089740360313071088e-01
9.739969608985233895e-01 9.486455363175141375e-01
9.863583172062373450e-01 9.737665377894358931e-01
1.018063893506426787e+00 1.034844886757454674e+00
1.052068758220183975e+00 1.099530520138980894e+00
9.757407594638400905e-01 9.455152131586177511e-01
9.575907953089277669e-01 9.197898459626454581e-01
9.341658048210340626e-01 8.983968488092775040e-01
-2.451225330753295517e-02 2.234674057272317826e-02
1.015998402550602142e+00 1.018750996885852578e+00
9.621313144974825704e-01 9.176195500774617653e-01
8.368536122793027721e-01 7.074280619722962404e-01
8.842679199005440971e-01 7.852296382014394283e-01
7.897955360023952709e-01 6.358555298442943871e-01
9.294617222130286960e-01 9.842398034670748475e-01
9.065562833877929272e-01 8.589358330092520255e-01
1.007501724087926709e+00 1.018396264485238234e+00
9.455806382465326010e-01 8.964171598254095930e-01
9.893273404072667754e-01 9.737801049125246466e-01
1.008890110261473128e+00 9.518368448911147528e-01
9.725489214497480273e-01 9.552229553141757812e-01
9.827849693277839194e-01 9.851154856781849656e-01
1.010801825568969914e+00 1.017578223367907597e+00
8.781112989495878374e-01 7.664407246192952439e-01
1.038753220474531114e+00 1.078277606615938522e+00
1.087062112060494412e+00 1.177771950633690778e+00
