1.364204334292862253e-02 -1.569179976598562842e-02
2.309885134542097873e-01 -2.335608615496131968e-01
-1.084853413170215608e-02 3.061587991229422490e-03
2.204557445126448245e-02 3.016892700589796084e-02
9.233061054381224153e-01 -1.566467660824382158e-01
2.197771752099374198e-02 -2.515550675011274384e-02
-2.795382899918763542e-02 -2.914347453682564204e-02
2.368007555820192400e-02 -8.262354780740842342e-02
1.766088786052728843e-02 -4.030663189172956073e-02
-4.220679988184364295e-02 5.806304937402939625e-02
2.579887985266955674e-02 -1.455186919109956352e-02
-1.785927842781148689e-02 5.531562601302456028e-03
9.914903747959162850e-01 -1.226162890393409227e-01
-4.282108430358387563e-03 -4.198551234857033493e-02
-7.823075740297208425e-02 1.192194287401532549e+00
-5.129518857161416423e-02 -6.374215812097024092e-02
-1.778752108257583564e-01 -1.069466843884066543e-01
-2.058365082413710079e-02 -1.252986402760503104e-02
5.892022638942839841e-03 2.681512900018501178e-05
-2.678410760548609604e-01 -1.089057669667632400e-01
-3.167904633152118787e-02 -1.225089524167406740e-02
4.797898247815202133e-02 -3.169141183464616041e-02
-1.057909383076882648e-02 1.920421460764210053e-02
-6.424477591350039041e-02 -2.484114469312036499e-01
-1.717611185844061805e-02 -2.391941491479893100e-03
-4.468452845392524575e-03 2.471708694087360048e-02
-4.712204685813120922e-03 7.713268582491647485e-03
-4.691663407525015206e-02 -8.063942848998761903e-02
3.324530345081844196e-02 3.875795457160197133e-02
1.641017616461683606e-03 8.000887407012130526e-03
-9.631712360847660692e-02 -2.953049773147645163e-02
5.381761445109073394e-03 3.733665403132463423e-02
