9.834431797851207468e-01 9.625884395897709167e-01
1.012494874733502526e+00 1.025315848126049589e+00
9.848717414986304375e-01 9.691968844181182430e-01
1.012762833101910731e+00 1.025764850850589438e+00
9.590035789427860946e-01 9.185447018989234547e-01
9.785931655650788041e-01 9.569114739029411787e-01
9.802878867841077204e-01 9.605257252703066628e-01
1.074034775732485070e+00 1.151158475677815929e+00
9.943249512581320282e-01 9.893990160025118996e-01
9.861451175914304201e-01 9.703407461965227743e-01
1.015452773777883344e+00 1.030958309584284249e+00
1.010876772887504993e+00 1.022465176856093727e+00
1.016463838079877835e+00 1.032037829576401222e+00
9.587590201733290352e-01 9.130511621936954203e-01
9.708371040975347643e-01 9.252534151429212539e-01
1.005914966590250259e+00 1.012045202184269632e+00
9.728735945927713402e-01 9.439604766813811665e-01
1.012096978555597548e+00 1.024717213529777515e+00
9.809503965726598107e-01 9.620977735940906550e-01
1.029066195388043337e+00 1.051396645650689132e+00
1.006215537091578627e+00 1.012652821320421115e+00
1.017103177227413058e+00 1.032091767287516948e+00
1.015725566409237501e+00 1.030611691211816616e+00
9.790070777941611846e-01 9.568395771489600632e-01
9.803454787771174184e-01 9.640483298500118758e-01
9.881381341929854623e-01 9.772655876250103679e-01
1.007562930737705642e+00 1.019930283661669046e+00
9.677200445739084778e-01 9.457450232635392640e-01
1.076705209405353525e+00 1.154654979554585514e+00
9.880352237953784478e-01 9.749079649329202013e-01
9.240492508377076142e-01 8.560305159783373474e-01
1.023811338859140552e+00 1.045007506390347896e+00
