3.738157138239178039e+02 5.120000000000000000e+02
-4.892702101705099267e+02 4.088550645176604803e+02
5.061322635254534816e+02 3.901474826044156430e+02
4.956859245618367709e+02 2.954227699552359354e+01
-4.038835248678639118e+02 3.961661369443033891e+02
5.120000000000000000e+02 5.120000000000000000e+02
3.550428287427034775e+02 5.120000000000000000e+02
5.120000000000000000e+02 3.937705800229654756e+02
3.318188378984384030e+02 5.120000000000000000e+02
5.120000000000000000e+02 5.120000000000000000e+02
5.120000000000000000e+02 3.481717516912215160e+01
3.414444505174124060e+02 4.971519712317003723e+02
-3.468890572293558989e+02 1.969952106266520104e+02
1.487472127218738933e+02 5.120000000000000000e+02
5.120000000000000000e+02 4.734490484558637036e+02
3.394518758125170734e+02 5.120000000000000000e+02
5.120000000000000000e+02 3.920690040630452131e+02
1.826221264800382755e+02 3.425478746697424413e+02
-5.120000000000000000e+02 2.868919316195108991e+02
3.345050032707496257e+02 5.120000000000000000e+02
4.082964824580371328e+02 4.095764849423746341e+02
3.367549096969606808e+02 5.120000000000000000e+02
1.665847477457556920e+02 -4.232562894254637627e+02
2.129256831171704221e+02 2.622582601120661820e+02
3.808289641283432729e+02 5.091452250443804814e+02
4.563054103710060758e+02 4.672009021851245052e+02
5.120000000000000000e+02 -1.841477971307265307e+02
-8.100274608882148186e+01 4.632767871603930985e+02
5.120000000000000000e+02 4.054847624946700080e+02
3.822060103740260502e+02 5.120000000000000000e+02
3.720204898829608737e+02 5.120000000000000000e+02
-4.715972077813254941e+02 4.103234539678895771e+02
